open_time_ms,open,high,low,close,volume
1700002880000,62500.8,62707.76,62464.73,62679.6,4.098
1700002940000,62679.6,62810.58,62660.88,62778.78,4.594
1700003000000,62778.78,62901.34,62763.18,62860.32,4.051
1700003060000,62860.32,62940.88,62821.09,62918.48,4.872
1700003120000,62918.48,62934.0,62868.65,62906.83,1.265
1700003180000,62906.83,62916.89,62879.6,62889.91,4.572
1700003240000,62889.91,62934.39,62857.31,62921.12,3.458
1700003300000,62921.12,62939.85,62758.25,62783.83,1.089
1700003360000,62783.83,62948.52,62765.73,62942.54,4.701
1700003420000,62942.54,63000.08,62921.93,62953.39,4.218
1700003480000,62953.39,63012.24,62948.41,62993.62,3.139
1700003540000,62993.62,63082.5,62967.41,63080.96,1.09
1700003600000,63080.96,63202.73,63048.71,63190.07,4.569
1700003660000,63190.07,63325.66,63163.05,63275.98,2.757
1700003720000,63275.98,63282.1,63219.71,63246.77,1.324
1700003780000,63246.77,63314.41,63245.65,63269.08,1.276
1700003840000,63269.08,63275.82,63169.33,63190.38,2.833
1700003900000,63190.38,63231.99,63150.02,63165.13,0.977
1700003960000,63165.13,63172.19,63123.91,63131.22,2.785
1700004020000,63131.22,63300.52,63115.08,63260.94,4.606
1700004080000,63260.94,63273.11,63210.06,63240.35,3.617
1700004140000,63240.35,63283.83,63231.14,63253.98,2.651
1700004200000,63253.98,63397.4,63210.85,63383.28,1.668
1700004260000,63383.28,63439.82,63313.65,63335.82,4.28
1700004320000,63335.82,63375.9,63326.63,63366.11,1.583
1700004380000,63366.11,63443.97,63349.38,63410.14,4.028
1700004440000,63410.14,63490.5,63402.26,63481.64,1.143
1700004500000,63481.64,63530.91,63385.63,63430.24,1.488
1700004560000,63430.24,63510.85,63353.59,63503.33,4.246
1700004620000,63503.33,63583.99,63480.4,63569.72,2.82
1700004680000,63569.72,63606.56,63552.74,63592.33,0.588
1700004740000,63592.33,63751.89,63583.2,63725.99,0.581
1700004800000,63725.99,63779.81,63716.73,63748.72,4.933
1700004860000,63748.72,63794.91,63682.6,63778.64,0.972
1700004920000,63778.64,63818.35,63774.97,63811.13,1.083
1700004980000,63811.13,63860.75,63765.27,63791.64,4.185
1700005040000,63791.64,63821.11,63762.65,63806.61,3.652
1700005100000,63806.61,63814.04,63786.75,63791.43,3.597
1700005160000,63791.43,63795.9,63752.28,63785.8,4.107
1700005220000,63785.8,63829.25,63744.94,63770.17,0.8
1700005280000,63770.17,63860.21,63752.97,63838.88,4.67
1700005340000,63838.88,63964.04,63825.54,63962.53,2.871
1700005400000,63962.53,64044.66,63958.19,64032.36,1.408
1700005460000,64032.36,64108.43,64012.15,64100.13,3.918
1700005520000,64100.13,64156.55,64089.76,64127.3,0.582
1700005580000,64127.3,64219.52,64122.78,64219.5,3.799
1700005640000,64219.5,64237.71,64160.26,64232.46,0.978
1700005700000,64232.46,64298.68,64207.65,64287.19,2.728
1700005760000,64287.19,64388.55,64248.0,64366.37,4.921
1700005820000,64366.37,64440.53,64325.74,64413.74,3.68
1700005880000,64413.74,64433.54,64402.17,64407.12,1.084
1700005940000,64407.12,64486.63,64388.92,64448.38,1.65
1700006000000,64448.38,64511.76,64420.1,64502.49,3.517
1700006060000,64502.49,64506.32,64406.37,64425.17,1.819
1700006120000,64425.17,64517.62,64389.66,64517.06,1.956
1700006180000,64517.06,64807.24,64505.6,64754.9,1.48
1700006240000,64754.9,64910.69,64736.79,64889.28,3.452
1700006300000,64889.28,64990.58,64844.37,64990.06,0.909
1700006360000,64990.06,65079.55,64967.82,65066.31,1.848
1700006420000,65066.31,65088.01,65058.36,65080.51,4.809
1700006480000,65080.51,65147.33,65044.88,65135.27,3.185
1700006540000,65135.27,65139.01,65059.46,65100.88,2.724
1700006600000,65100.88,65136.21,65062.47,65092.31,3.718
1700006660000,65092.31,65247.11,65090.07,65219.57,3.655
1700006720000,65219.57,65221.57,65131.01,65131.62,4.158
1700006780000,65131.62,65171.1,65028.73,65032.73,4.091
1700006840000,65032.73,65095.84,64972.78,64979.61,0.688
1700006900000,64979.61,65022.48,64912.13,64962.07,2.195
1700006960000,64962.07,64964.59,64926.77,64958.54,1.601
1700007020000,64958.54,64994.79,64929.93,64992.3,0.816
1700007080000,64992.3,65191.07,64965.69,65168.16,3.856
1700007140000,65168.16,65349.36,65160.4,65302.45,4.308
1700007200000,65302.45,65429.57,65297.88,65385.81,2.572
1700007260000,65385.81,65549.33,65377.19,65543.41,4.597
1700007320000,65543.41,65626.22,65531.7,65618.32,3.199
1700007380000,65618.32,65652.59,65585.13,65633.86,3.618
1700007440000,65633.86,65645.87,65603.76,65636.18,4.876
1700007500000,65636.18,65685.96,65625.41,65671.04,2.703
1700007560000,65671.04,65713.82,65627.22,65692.98,4.97
1700007620000,65692.98,65773.47,65686.09,65751.81,0.886
1700007680000,65751.81,65755.49,65710.65,65738.36,4.976
1700007740000,65738.36,65824.33,65737.38,65798.31,4.624
1700007800000,65798.31,65874.48,65761.49,65870.1,1.678
1700007860000,65870.1,66007.69,65842.42,65984.89,3.343
1700007920000,65984.89,66056.26,65964.37,66043.57,4.443
1700007980000,66043.57,66165.37,66033.96,66153.12,4.775
1700008040000,66153.12,66210.17,66149.2,66185.63,2.192
1700008100000,66185.63,66202.86,66130.99,66147.34,1.96
1700008160000,66147.34,66170.01,66104.15,66120.38,0.553
1700008220000,66120.38,66121.66,66098.12,66118.29,0.792
1700008280000,66118.29,66152.3,65975.99,66029.37,3.9
1700008340000,66029.37,66112.81,66012.37,66099.74,0.732
1700008400000,66099.74,66131.68,66053.45,66095.2,2.463
1700008460000,66095.2,66292.95,66053.47,66274.65,4.033
1700008520000,66274.65,66349.62,66272.69,66346.79,4.441
1700008580000,66346.79,66363.66,66317.64,66323.61,0.863
1700008640000,66323.61,66420.36,66312.74,66409.27,4.413
1700008700000,66409.27,66496.39,66403.97,66438.05,2.975
1700008760000,66438.05,66533.67,66434.01,66509.47,3.824
1700008820000,66509.47,66630.46,66487.21,66614.87,1.574
1700008880000,66614.87,66619.04,66540.78,66568.69,0.838
1700008940000,66568.69,66698.37,66568.51,66649.64,2.977
1700009000000,66649.64,66656.63,66638.5,66640.14,2.965
1700009060000,66640.14,66640.75,66568.3,66584.79,3.001
1700009120000,66584.79,66607.94,66554.53,66561.05,0.59
1700009180000,66561.05,66579.03,66513.14,66532.13,3.856
1700009240000,66532.13,66582.14,66531.72,66561.67,3.084
1700009300000,66561.67,66587.55,66480.06,66511.27,2.882
1700009360000,66511.27,66604.55,66463.9,66554.47,2.231
1700009420000,66554.47,66697.93,66532.01,66680.66,1.904
1700009480000,66680.66,66890.49,66661.09,66825.99,3.937
1700009540000,66825.99,66981.35,66759.81,66957.82,2.704
1700009600000,66957.82,67209.59,66928.3,67182.08,2.607
1700009660000,67182.08,67291.32,67167.27,67246.69,1.507
1700009720000,67246.69,67467.94,67207.74,67409.09,3.655
1700009780000,67409.09,67612.01,67362.06,67579.31,0.883
1700009840000,67579.31,67666.66,67554.6,67665.26,0.669
1700009900000,67665.26,67804.86,67597.59,67789.71,3.319
1700009960000,67789.71,67794.85,67779.18,67780.26,1.852
1700010020000,67780.26,67796.85,67762.49,67768.63,1.674
1700010080000,67768.63,67792.39,67680.26,67791.13,1.754
1700010140000,67791.13,67812.13,67718.96,67766.37,1.591
1700010200000,67766.37,67771.97,67663.45,67690.87,3.423
1700010260000,67690.87,67720.87,67684.82,67704.14,4.482
1700010320000,67704.14,67724.88,67700.19,67715.99,2.166
1700010380000,67715.99,67865.21,67714.14,67823.39,3.732
1700010440000,67823.39,67858.84,67800.86,67838.09,4.303
1700010500000,67838.09,67900.52,67825.03,67871.56,1.402
1700010560000,67871.56,67931.63,67850.77,67913.88,4.502
1700010620000,67913.88,67996.62,67889.86,67967.19,3.245
1700010680000,67967.19,68099.24,67959.35,68080.24,3.177
1700010740000,68080.24,68140.06,68075.95,68132.02,0.606
1700010800000,68132.02,68148.06,68107.71,68112.05,2.523
1700010860000,68112.05,68117.64,68061.6,68084.58,1.009
1700010920000,68084.58,68148.21,68070.16,68140.36,2.862
1700010980000,68140.36,68310.48,68135.6,68287.35,3.764
1700011040000,68287.35,68547.87,68275.08,68480.62,0.852
1700011100000,68480.62,68612.22,68466.72,68587.18,4.483
1700011160000,68587.18,68604.52,68498.32,68532.54,1.889
1700011220000,68532.54,68631.59,68521.46,68627.68,3.674
1700011280000,68627.68,68750.94,68604.78,68718.59,3.818
1700011340000,68718.59,68837.0,68712.4,68798.6,1.616
1700011400000,68798.6,68818.47,68776.5,68798.31,4.115
1700011460000,68798.31,68900.66,68791.43,68883.87,0.783
1700011520000,68883.87,68899.99,68848.48,68883.24,0.696
1700011580000,68883.24,69072.04,68841.11,69071.1,4.659
1700011640000,69071.1,69169.74,69029.84,69127.47,4.759
1700011700000,69127.47,69174.88,69075.0,69095.62,0.983
1700011760000,69095.62,69125.85,69084.34,69092.39,4.611
1700011820000,69092.39,69098.23,68971.59,68985.11,2.734
1700011880000,68985.11,69152.65,68971.19,69149.16,1.181
1700011940000,69149.16,69348.16,69094.39,69343.37,2.574
1700012000000,69343.37,69496.01,69315.79,69459.46,1.22
1700012060000,69459.46,69554.47,69437.42,69520.78,2.668
1700012120000,69520.78,69529.64,69509.04,69525.08,0.825
1700012180000,69525.08,69582.48,69511.67,69568.99,2.395
1700012240000,69568.99,69820.8,69562.1,69815.37,2.574
1700012300000,69815.37,69980.58,69802.47,69964.7,2.924
1700012360000,69964.7,70109.79,69960.36,70063.0,1.757
1700012420000,70063.0,70065.38,70039.47,70060.79,1.672
1700012480000,70060.79,70067.47,70038.62,70040.69,4.584
1700012540000,70040.69,70126.49,70031.2,70122.61,1.632
1700012600000,70122.61,70214.58,70114.99,70180.27,2.588
1700012660000,70180.27,70200.94,70179.66,70198.35,4.473
1700012720000,70198.35,70271.67,70158.0,70241.25,1.548
1700012780000,70241.25,70431.9,70229.4,70395.65,4.226
1700012840000,70395.65,70497.46,70378.09,70486.99,3.214
1700012900000,70486.99,70548.37,70445.82,70541.84,0.529
1700012960000,70541.84,70575.58,70503.92,70508.49,2.03
1700013020000,70508.49,70655.88,70475.75,70540.89,0.672
1700013080000,70540.89,70621.93,70520.26,70559.81,2.34
1700013140000,70559.81,70587.05,70433.15,70461.47,0.851
1700013200000,70461.47,70549.21,70432.75,70542.72,4.081
1700013260000,70542.72,70614.56,70528.7,70606.15,2.903
1700013320000,70606.15,70633.68,70594.98,70610.35,3.505
1700013380000,70610.35,70876.53,70605.82,70868.52,3.854
1700013440000,70868.52,71065.75,70820.47,71046.13,4.11
1700013500000,71046.13,71168.03,71023.84,71150.59,2.322
1700013560000,71150.59,71303.15,71142.85,71292.3,0.907
1700013620000,71292.3,71425.11,71279.55,71401.09,3.979
1700013680000,71401.09,71490.6,71368.73,71483.81,2.285
1700013740000,71483.81,71710.12,71454.88,71651.27,3.818
1700013800000,71651.27,71795.02,71642.01,71771.62,0.802
1700013860000,71771.62,71918.12,71739.56,71882.27,4.065
1700013920000,71882.27,71993.86,71877.8,71970.89,4.608
1700013980000,71970.89,72024.59,71934.7,72009.05,3.364
1700014040000,72009.05,72180.45,71986.09,72156.94,3.381
1700014100000,72156.94,72181.9,72049.91,72081.4,3.266
1700014160000,72081.4,72142.88,72073.68,72112.09,4.723
1700014220000,72112.09,72155.99,72089.44,72140.9,1.173
1700014280000,72140.9,72331.74,72119.76,72322.0,4.291
1700014340000,72322.0,72587.96,72284.07,72567.73,1.959
1700014400000,72567.73,72634.05,72538.38,72613.6,3.421
1700014460000,72613.6,72621.47,72524.05,72544.56,2.251
1700014520000,72544.56,72569.97,72483.32,72484.38,4.938
1700014580000,72484.38,72527.61,72477.55,72496.8,3.284
1700014640000,72496.8,72642.56,72485.91,72592.41,0.802
1700014700000,72592.41,72609.87,72556.91,72578.4,4.11
1700014760000,72578.4,72579.56,72469.47,72484.29,4.65
1700014820000,72484.29,72507.51,72441.66,72489.47,0.86
1700014880000,72489.47,72582.5,72460.33,72520.93,0.616
1700014940000,72520.93,72557.53,72428.83,72445.03,3.616
1700015000000,72445.03,72488.4,72427.05,72478.62,4.149
1700015060000,72478.62,72490.92,72432.21,72474.6,3.745
1700015120000,72474.6,72581.86,72457.6,72527.87,1.957
1700015180000,72527.87,72582.71,72486.68,72535.1,2.554
1700015240000,72535.1,72634.63,72496.56,72559.72,3.271
1700015300000,72559.72,72611.37,72531.8,72609.16,1.395
1700015360000,72609.16,72632.71,72556.06,72560.62,2.196
1700015420000,72560.62,72647.15,72538.67,72641.19,3.957
1700015480000,72641.19,72865.18,72609.99,72847.88,2.847
1700015540000,72847.88,72952.69,72790.4,72929.38,1.634
1700015600000,72929.38,72942.17,72829.34,72831.46,2.191
1700015660000,72831.46,72842.6,72735.87,72747.87,1.989
1700015720000,72747.87,72806.96,72693.02,72796.66,1.834
1700015780000,72796.66,72821.62,72705.15,72707.68,4.847
1700015840000,72707.68,72878.88,72670.2,72830.19,3.862
1700015900000,72830.19,72834.48,72797.59,72821.36,3.315
1700015960000,72821.36,72835.07,72747.42,72779.61,3.256
1700016020000,72779.61,72829.34,72776.86,72819.99,3.052
1700016080000,72819.99,72862.87,72790.6,72829.42,1.855
1700016140000,72829.42,72861.28,72808.7,72842.71,4.228
1700016200000,72842.71,72886.43,72828.18,72882.3,2.529
1700016260000,72882.3,72897.31,72798.29,72804.63,3.495
1700016320000,72804.63,72857.43,72777.23,72786.92,4.194
1700016380000,72786.92,72833.28,72762.49,72802.71,3.103
1700016440000,72802.71,72823.71,72740.81,72758.28,0.502
1700016500000,72758.28,72778.54,72755.8,72772.45,1.335
1700016560000,72772.45,72954.41,72740.76,72900.33,3.456
1700016620000,72900.33,73050.33,72871.86,73040.52,2.832
1700016680000,73040.52,73077.82,73005.82,73044.85,2.789
1700016740000,73044.85,73168.09,73028.87,73130.31,4.973
1700016800000,73130.31,73206.15,73102.77,73173.21,2.465
1700016860000,73173.21,73207.51,73166.93,73197.29,3.45
1700016920000,73197.29,73444.59,73194.28,73356.31,1.055
1700016980000,73356.31,73607.72,73314.13,73555.75,4.743
1700017040000,73555.75,73661.0,73526.59,73651.36,3.586
1700017100000,73651.36,73719.7,73581.57,73620.66,1.83
1700017160000,73620.66,73819.79,73590.55,73792.65,1.264
1700017220000,73792.65,73977.29,73760.7,73930.39,1.412
1700017280000,73930.39,74159.75,73919.92,74104.37,3.206
1700017340000,74104.37,74311.33,74064.56,74269.14,4.648
1700017400000,74269.14,74517.74,74236.43,74511.16,2.888
1700017460000,74511.16,74610.22,74510.89,74603.31,4.801
1700017520000,74603.31,74742.96,74596.06,74681.18,3.134
1700017580000,74681.18,74697.99,74650.03,74657.32,0.648
1700017640000,74657.32,74791.69,74614.06,74764.72,3.653
1700017700000,74764.72,75039.72,74761.57,75023.65,3.396
1700017760000,75023.65,75175.8,74967.04,75172.82,3.928
1700017820000,75172.82,75324.23,75101.81,75300.78,2.903
1700017880000,75300.78,75353.97,75284.86,75286.58,2.227
1700017940000,75286.58,75287.02,75159.49,75179.75,0.652
1700018000000,75179.75,75364.61,75179.45,75343.82,3.881
1700018060000,75343.82,75417.57,75318.47,75394.41,1.097
1700018120000,75394.41,75513.91,75386.88,75471.89,1.675
1700018180000,75471.89,75641.32,75415.78,75600.0,0.718
1700018240000,75600.0,75751.22,75595.05,75684.86,2.642
1700018300000,75684.86,75696.6,75582.41,75631.07,4.051
1700018360000,75631.07,75669.85,75578.62,75599.15,4.38
1700018420000,75599.15,75663.68,75568.89,75616.56,1.267
1700018480000,75616.56,75721.07,75610.18,75720.91,0.52
1700018540000,75720.91,75756.07,75568.66,75570.68,4.085
1700018600000,75570.68,75631.64,75537.95,75599.27,1.673
1700018660000,75599.27,75803.66,75590.73,75780.42,1.466
1700018720000,75780.42,75889.62,75747.18,75855.77,0.864
1700018780000,75855.77,76011.43,75810.19,76000.34,4.041
1700018840000,76000.34,76059.65,75975.56,76039.12,4.507
1700018900000,76039.12,76198.67,76006.29,76144.01,0.613
1700018960000,76144.01,76264.15,76114.79,76241.22,2.207
1700019020000,76241.22,76276.98,76226.4,76260.38,2.574
1700019080000,76260.38,76270.45,76171.13,76171.96,2.068
1700019140000,76171.96,76180.16,76047.26,76062.93,4.294
1700019200000,76062.93,76105.56,75979.29,75995.11,3.98
1700019260000,75995.11,76106.46,75987.58,76092.57,2.579
1700019320000,76092.57,76230.53,76083.32,76215.68,3.664
1700019380000,76215.68,76377.7,76200.99,76367.88,1.202
1700019440000,76367.88,76492.3,76349.96,76465.11,1.976
1700019500000,76465.11,76566.03,76387.94,76535.04,3.779
1700019560000,76535.04,76822.67,76510.83,76775.72,4.927
1700019620000,76775.72,76966.73,76727.76,76952.81,2.457
1700019680000,76952.81,77139.53,76936.42,77098.06,2.248
1700019740000,77098.06,77258.53,77091.48,77228.06,4.06
1700019800000,77228.06,77316.13,77204.85,77281.98,1.138
1700019860000,77281.98,77307.02,77254.9,77273.99,3.834
1700019920000,77273.99,77407.93,77228.05,77389.99,2.395
1700019980000,77389.99,77417.11,77340.9,77410.45,4.46
1700020040000,77410.45,77528.39,77382.42,77480.84,3.387
1700020100000,77480.84,77506.57,77438.3,77445.97,3.327
1700020160000,77445.97,77568.4,77436.08,77549.73,3.333
1700020220000,77549.73,77549.75,77464.9,77497.44,2.548
1700020280000,77497.44,77519.44,77426.96,77459.32,1.324
1700020340000,77459.32,77489.68,77269.83,77314.12,2.249
1700020400000,77314.12,77319.47,77039.41,77076.9,1.224
1700020460000,77076.9,77091.44,76990.53,77062.32,2.836
1700020520000,77062.32,77213.58,77014.94,77189.63,2.805
1700020580000,77189.63,77280.23,77145.09,77243.0,2.848
1700020640000,77243.0,77283.12,77118.68,77130.3,2.266
1700020700000,77130.3,77260.21,77114.59,77258.95,4.93
1700020760000,77258.95,77337.73,77254.19,77329.41,0.56
1700020820000,77329.41,77510.64,77313.59,77482.41,3.642
1700020880000,77482.41,77558.83,77474.25,77539.32,4.73
1700020940000,77539.32,77762.91,77535.63,77741.37,4.107
1700021000000,77741.37,77823.23,77704.34,77809.74,4.143
1700021060000,77809.74,78008.31,77783.57,77984.98,3.029
1700021120000,77984.98,78202.96,77958.11,78123.35,4.184
1700021180000,78123.35,78327.75,78091.23,78313.53,1.825
1700021240000,78313.53,78386.33,78298.8,78381.49,4.328
1700021300000,78381.49,78384.81,78349.06,78379.33,1.641
1700021360000,78379.33,78388.33,78322.83,78372.97,1.765
1700021420000,78372.97,78417.77,78346.41,78416.93,2.658
1700021480000,78416.93,78436.33,78349.49,78365.54,4.679
1700021540000,78365.54,78372.1,78314.04,78322.55,4.226
1700021600000,78322.55,78507.31,78284.99,78476.65,3.349
1700021660000,78476.65,78705.36,78476.2,78700.6,4.783
1700021720000,78700.6,78806.43,78686.57,78786.58,1.551
1700021780000,78786.58,78894.25,78757.91,78889.46,1.187
1700021840000,78889.46,79128.28,78856.68,79096.51,3.238
1700021900000,79096.51,79382.41,79050.41,79373.2,4.523
1700021960000,79373.2,79613.4,79357.36,79554.34,2.889
1700022020000,79554.34,79791.56,79520.19,79789.82,4.472
1700022080000,79789.82,79860.78,79788.08,79852.29,2.719
1700022140000,79852.29,80000.28,79839.42,79966.79,1.15
1700022200000,79966.79,79968.82,79886.68,79948.47,0.53
1700022260000,79948.47,79967.87,79913.43,79943.67,3.032
1700022320000,79943.67,79996.47,79877.67,79901.21,4.823
1700022380000,79901.21,80036.4,79880.45,79995.86,3.363
1700022440000,79995.86,80200.6,79965.41,80192.76,1.987
1700022500000,80192.76,80230.86,80116.05,80120.44,2.681
1700022560000,80120.44,80163.53,80111.52,80158.47,2.024
1700022620000,80158.47,80178.24,80072.2,80095.56,2.635
1700022680000,80095.56,80104.35,79960.86,79969.21,2.401
1700022740000,79969.21,80117.52,79949.27,80060.98,1.818
1700022800000,80060.98,80208.81,80035.49,80180.01,2.779
1700022860000,80180.01,80311.18,80172.7,80264.94,4.064
1700022920000,80264.94,80326.56,80251.95,80302.05,3.357
1700022980000,80302.05,80473.92,80293.08,80471.95,3.752
1700023040000,80471.95,80687.04,80446.06,80660.36,0.528
1700023100000,80660.36,80821.51,80592.71,80794.65,3.239
1700023160000,80794.65,80848.98,80757.14,80801.23,3.275
1700023220000,80801.23,80836.11,80747.42,80783.1,3.183
1700023280000,80783.1,80816.4,80765.29,80796.13,3.932
1700023340000,80796.13,80812.56,80748.46,80760.61,0.666
1700023400000,80760.61,80894.38,80743.31,80823.6,4.202
1700023460000,80823.6,80833.05,80779.64,80820.1,1.661
1700023520000,80820.1,80866.24,80805.78,80834.19,3.388
1700023580000,80834.19,80980.15,80829.81,80970.22,3.054
1700023640000,80970.22,81110.71,80954.53,81106.72,4.634
1700023700000,81106.72,81111.88,81089.61,81091.42,2.242
1700023760000,81091.42,81133.17,80918.96,80955.48,2.356
1700023820000,80955.48,80992.8,80913.19,80941.04,1.455
1700023880000,80941.04,80995.06,80891.93,80990.39,1.048
1700023940000,80990.39,81070.67,80987.47,81057.05,4.413
1700024000000,81057.05,81141.87,81052.43,81137.41,3.801
1700024060000,81137.41,81149.67,81127.8,81145.68,3.983
1700024120000,81145.68,81216.29,81143.95,81154.1,3.329
1700024180000,81154.1,81174.42,81119.21,81165.28,4.696
1700024240000,81165.28,81292.58,81164.28,81208.74,0.566
1700024300000,81208.74,81291.16,81160.13,81256.15,0.859
1700024360000,81256.15,81312.83,81223.63,81264.09,2.688
1700024420000,81264.09,81495.0,81252.68,81465.98,3.087
1700024480000,81465.98,81484.38,81421.75,81457.46,2.135
1700024540000,81457.46,81654.89,81421.19,81626.66,2.381
1700024600000,81626.66,81664.39,81558.98,81612.8,3.051
1700024660000,81612.8,81615.84,81589.1,81600.23,4.883
1700024720000,81600.23,81658.8,81570.83,81592.78,4.899
1700024780000,81592.78,81764.17,81554.18,81742.5,1.889
1700024840000,81742.5,81772.19,81635.67,81671.14,3.208
1700024900000,81671.14,81834.63,81635.13,81787.45,1.775
1700024960000,81787.45,81944.64,81749.02,81944.37,4.172
1700025020000,81944.37,82108.74,81938.11,82101.4,4.25
1700025080000,82101.4,82332.38,82077.76,82271.16,4.33
1700025140000,82271.16,82362.63,82224.34,82345.08,4.612
1700025200000,82345.08,82406.6,82289.54,82395.2,1.402
1700025260000,82395.2,82399.34,82303.57,82314.12,2.28
1700025320000,82314.12,82386.7,82200.99,82204.86,2.232
1700025380000,82204.86,82244.3,82122.53,82132.79,2.098
1700025440000,82132.79,82176.93,82107.55,82164.23,4.25
1700025500000,82164.23,82181.08,82103.34,82138.55,1.408
1700025560000,82138.55,82152.61,82102.01,82111.36,3.1
1700025620000,82111.36,82147.46,81960.1,82004.31,4.356
1700025680000,82004.31,82078.49,81878.52,81944.22,2.173
1700025740000,81944.22,81957.4,81900.39,81903.48,1.921
1700025800000,81903.48,81938.68,81892.09,81933.64,1.421
1700025860000,81933.64,81962.76,81861.17,81891.86,3.14
1700025920000,81891.86,81969.15,81889.1,81896.44,2.511
1700025980000,81896.44,81948.1,81871.65,81910.68,1.089
1700026040000,81910.68,81958.63,81878.76,81933.84,0.624
1700026100000,81933.84,81964.57,81904.77,81911.6,3.675
1700026160000,81911.6,81916.83,81651.7,81703.14,3.379
1700026220000,81703.14,81748.3,81469.26,81493.24,0.905
1700026280000,81493.24,81514.81,81303.45,81365.4,2.779
1700026340000,81365.4,81427.33,81307.63,81401.31,2.169
1700026400000,81401.31,81453.09,81363.53,81400.02,4.735
1700026460000,81400.02,81599.52,81384.99,81560.97,0.625
1700026520000,81560.97,81662.96,81507.64,81650.69,3.927
1700026580000,81650.69,81665.68,81640.93,81642.49,1.93
1700026640000,81642.49,81672.92,81642.01,81672.13,2.486
1700026700000,81672.13,81693.32,81505.3,81535.41,2.173
1700026760000,81535.41,81555.55,81367.9,81393.46,4.134
1700026820000,81393.46,81452.45,81347.68,81382.92,2.606
1700026880000,81382.92,81519.33,81348.94,81488.85,0.85
1700026940000,81488.85,81663.44,81467.48,81640.25,3.871
1700027000000,81640.25,81787.03,81611.47,81706.05,0.598
1700027060000,81706.05,81784.0,81622.23,81662.03,1.952
1700027120000,81662.03,81678.14,81604.31,81623.85,3.812
1700027180000,81623.85,81658.55,81591.45,81643.37,4.502
1700027240000,81643.37,81650.32,81554.17,81575.57,0.614
1700027300000,81575.57,81600.26,81545.98,81557.78,4.119
1700027360000,81557.78,81573.44,81485.41,81521.42,1.19
1700027420000,81521.42,81567.3,81505.55,81509.44,4.044
1700027480000,81509.44,81599.4,81501.05,81580.47,3.897
1700027540000,81580.47,81614.6,81532.87,81539.22,1.677
1700027600000,81539.22,81563.22,81476.2,81502.26,1.23
1700027660000,81502.26,81565.95,81423.72,81521.26,1.15
1700027720000,81521.26,81548.38,81399.97,81438.87,2.494
1700027780000,81438.87,81458.1,81301.95,81377.62,1.789
1700027840000,81377.62,81384.83,81290.58,81312.59,1.313
